object_id,period,dimensions,classification,curatorial_description,num_images,all_image_urls,map_url
49437,Western Zhou dynasty (1046–771 BCE),W. 2 1/2 in. (6.4 cm); L. 12 3/4 in. (32.4 cm),Metalwork,Spoon (Bi) Western Zhou dynasty (1046–771 BCE) late 9th–early 8th century BCE China Bronze W. 2 1/2 in. (6.4 cm); L. 12 3/4 in. (32.4 cm) Metalwork...,0,,
50799,Malla period,H. 23 1/4 in. (59.1 cm); H. incl. base 26 in. (66 cm);  W. 10 1/2 in. (26.7 cm); D. 5 in. (12/7 cm),Sculpture,"Tara, the supreme Buddhist saviouress, grants boons to devotees with her outstretched lower hand delicately clasping a flower bud. A lotus in full bloom...",0,,
50588,,11 3/8 x 10 1/4 in. (28.9 x 26 cm),Metalwork,"These anthropomorphic figures, harpoons, ax blades (celts), and antennae swords were cast and hammered from unalloyed copper. They may be dated to 1500...",0,,
50589,,4 1/2 x 5 9/16 in. (11.4 x 14.1 cm),Metalwork,"These anthropomorphic figures, harpoons, ax blades (celts), and antennae swords were cast and hammered from unalloyed copper. They may be dated to 1500...",0,,
50598,,19 x 2 3/4 in. (48.3 x 7 cm),Metalwork,"These anthropomorphic figures, harpoons, ax blades (celts), and antennae swords were cast and hammered from unalloyed copper. They may be dated to 1500...",0,,
50599,,16 3/16 x 2 1/4 in. (41.1 x 5.7 cm),Metalwork,"Serrated Harpoon 1500–500 BCE India Copper 16 3/16 x 2 1/4 in. (41.1 x 5.7 cm) Metalwork Samuel Eilenberg Collection, Bequest of Samuel Eilenberg, 1998...",0,,
50615,,18 3/4 x 2 7/8 in. (47.6 x 7.3 cm),Metalwork,"These anthropomorphic figures, harpoons, ax blades (celts), and antennae swords were cast and hammered from unalloyed copper. They may be dated to 1500...",0,,
50619,,6 1/4 x 5 9/16 in. (15.9 x 14.1 cm),Metalwork,"These anthropomorphic figures, harpoons, ax blades (celts), and antennae swords were cast and hammered from unalloyed copper. They may be dated to 1500...",0,,
50639,,8 7/16 x 7 3/4 in. (21.4 x 19.7 cm),Metalwork,"These anthropomorphic figures, harpoons, ax blades (celts), and antennae swords were cast and hammered from unalloyed copper. They may be dated to 1500...",0,,
50664,Tang dynasty (618–907),H. 2 1/4 in. (6.4 cm); L. 5 in. (12.7 cm),Ceramics,Rhyton with handle in the shape of a monkey Tang dynasty (618–907) 8th century China Earthenware with brown glaze H. 2 1/4 in. (6.4 cm); L. 5 in. (12.7...,0,,
50919,"Qing dynasty (1644–1911), Kangxi period (1662–1722)",H. 10 1/4 in. (26 cm),Ceramics,"Covered jar decorated with blossoming plum and cracked ice Qing dynasty (1644–1911), Kangxi period (1662–1722) late 17th–early 18th century China...",0,,
50709,Tang dynasty (618–907),H. 3 1/8 in. (7.9 cm),Ceramics,Jar with loop handles Tang dynasty (618–907) 7th century China Stoneware with olive celadon glaze H. 3 1/8 in. (7.9 cm) Ceramics Gift of Dr. Paul...,0,,
50714,,H. 7 3/4 in. (19.7 cm); Diam. 4 1/2 in. (11.4 cm),Ceramics,Vase in the shape of an ancient ritual beaker (gu) early 20th century China Porcelain with a pale green glaze (Jingdezhen ware) H. 7 3/4 in. (19.7 cm);...,0,,
50968,Tang dynasty (618–907),H. 1 1/2 in. (3.8 cm),Ceramics,Ornament with mask motif Tang dynasty (618–907) 8th century China Earthenware with three-color (sancai) glaze H. 1 1/2 in. (3.8 cm) Ceramics Rogers...,0,,
50973,Tang dynasty (618–907),H. 3 1/8 in. (7.9 cm),Ceramics,Miniature covered jar and “inkstone” Tang dynasty (618–907) early 8th century China Earthenware with green glaze H. 3 1/8 in. (7.9 cm) Ceramics Rogers...,0,,
50995,"Qing dynasty (1644–1911), Kangxi mark and period (1662–1722)",H. 3 1/2 in. (8.9 cm); Diam. 5 in. (12.7 cm),Ceramics,"Water coupe Qing dynasty (1644–1911), Kangxi mark and period (1662–1722) China Porcelain with peach-bloom glaze (Jingdezhen ware) H. 3 1/2 in. (8.9 cm);...",0,,
51041,"Qing dynasty (1644–1911), Qianlong mark and period (1736–95)",H. 6 in. (15.2 cm),Ceramics,"Bottle vase Qing dynasty (1644–1911), Qianlong mark and period (1736–95) China Porcelain with incised decoration (anhua) under a clair de lune glaze...",0,,
51050,Southern Song dynasty (1127–1279),H. 5 3/4 in. (14.6 cm); Diam. 3 1/4 in. (8.3 cm); Diam. of rim: 2 1/4; Diam. of foot: 2 1/8 in. (5.4 cm),Ceramics,Vase Southern Song dynasty (1127–1279) 13th century China Stoneware with celadon glaze (Longquan ware); gold lacquer repairs H. 5 3/4 in. (14.6 cm);...,0,,
50316,Heian period (794–1185),H. 7 5/16 in. (18.6 cm); Diam. 8 3/4 in. (22.2 cm),Ceramics,Inspired by Chinese Yue-ware celadon—similar to the loop-handled jar also on view in this case—as well as eighth-century Japanese three-color ware (Nara...,0,,
50320,Edo period (1615–1868),H. 7/8 in. (2.2 cm); Diam. 5 7/8 in. (14.9 cm); Diam. of foot 2 in. (5.1 cm),Ceramics,Small Dish (Kozara) with Flower Arrangement in a Pot Edo period (1615–1868) ca. 1620–40 Japan Porcelain with cobalt blue under transparent glaze (Hizen...,0,,
50328,Edo period (1615–1868),H. 6 3/8 in. (16.1 cm); Diam. 3 1/2 in. (8.9 cm); Diam. of rim 2 1/8 in. (5.4 cm); Diam. of foot 1 1/2 in. (3.8 cm),Ceramics,"The flower pattern on this delicate bottle was painted with soft brushstrokes, resulting in a fluid appearance and pale coloring. The focus on an...",0,,
50332,Edo period (1615–1868),H. 12 3/8 in. (31.4 cm); Diam. 7 7/8 in. (20 cm),Ceramics,"Jar (Tsubo) with Landscape and Figures Edo period (1615–1868) ca. 1630–40 Japan Porcelain with cobalt blue under transparent glaze (Hizen ware, Arita...",0,,
50333,early Edo period (1615–1868),H. 6 7/8 in. (17.5 cm); W. 8 in. (20.3 cm),Ceramics,Freshwater Jar (Mizusashi) with Plants and Auspicious Motifs early Edo period (1615–1868) ca. 1624–43 Japan Porcelaneous stoneware with cobalt blue...,0,,
50346,Edo period (1615–1868),H. 2 1/2 in. (6.4 cm); Diam. 2 3/8 in. (6 cm),Ceramics,"Refined porcelain food cups with straight walls, produced in sets of twenty at the Nabeshima kilns, were among the regular annual offerings to the...",0,,
50163,"Qing dynasty (1644–1911), probably Kangxi period (late)",L. 21 3/4 in. (55.2 cm); W. 15 in. (38.1 cm),Ceramics,"Monteith Qing dynasty (1644–1911), probably Kangxi period (late) early 18th century China Porcelain painted in overglaze famille verte enamels and gilt...",0,,
50175,Momoyama period (1573–1615),H. 4 in. (10.2 cm); W. 2 1/2 in. (6.4 cm); D. 2 1/2 in. (6.4 cm),Ceramics,Inscription: Inscription on outside lid of inner box: &quot;Oribe Shiho mukozuke&quot;.Inscription on inside lid of inner box:     &quot;Oribe Shiho mukozuke gokyaku (Oribe square mukozuke for five guiests),0,,
50183,Edo period (1615–1868),Diam. 15 5/8 in. (39.7 cm); H. 4 3/8 in. (11.1 cm),Ceramics,"This large dish is a technically advanced and complex example of Early Imari ware. Precise brushwork defines the tree, its branches curved to fit beside...",0,,
50186,Edo period (1615–1868),H. 9 1/8 in. (23.2 cm); Diam. 10 1/8 in. (23.2 x 25.7 cm); Diam. of rim: 5 9/16 in. (14.1 cm),Ceramics,"Freshwater Jar (Mizusashi) with Pines Edo period (1615–1868) ca. 1650s Japan Porcelain with cobalt blue under transparent glaze (Hizen ware, Arita type)...",0,,
50397,Goryeo dynasty (918–1392),Diam. 8 in. (20.3 cm),Mirrors,"Unlike other mirrors on display, this example bears ornaments on its reflective surface. The back is unadorned except for a small knob. The delicate...",0,,
50211,Yuan dynasty (1271–1368),H. 13 3/4 in. (34.9 cm); Diam. 7 1/2 in. (19.1 cm),Ceramics,"One of many glaze effects re-created in Japan and in the West, “tortoiseshell” decoration is created by applying an iron-rich slip to a ceramic body and...",0,,
50230,Northern Song dynasty (960–1127),H. 11 3/8 in. (28.9 cm); Diam. 7 5/8 in. (19.4 cm); Diam. of rim 2 1/8 in. (5.4 cm); Diam. of foot 3 1/2 in. (8.9 cm),Ceramics,"Vases of this shape have long been known as “prunus vases,” or meiping—a Chinese term that is also a homonym for “beautiful vessel.” Despite the name,...",0,,
50234,Southern Song dynasty (1127–1279),Diam. 6 in. (15.2 cm),Ceramics,Bowl Southern Song dynasty (1127–1279) 12th–13th century China Porcelaneous ware with relief decoration under celadon glaze (Longquan ware) Diam. 6 in....,0,,
50236,Southern Song dynasty (1127–1279),H. 5 1/8 in. (13 cm); Diam. 3 in. (7.6 cm),Ceramics,"Although known in China as early as the late sixth century, porcelain was first used extensively in the kilns at Jindgezhen during the twelfth and...",0,,
51937,"Bronze and Iron Age period, Dongson culture",a) H. 1 11/16 in. (4.3 cm); W. 5 1/8 in. (13 cm) | b) H. 3 13/16 in. (9.7 cm); W. 2 in. (5.1 cm),Metalwork,"Portions of a Buckle Bronze and Iron Age period, Dongson culture 500 BCE–300 CE Vietnam Bronze a) H. 1 11/16 in. (4.3 cm); W. 5 1/8 in. (13 cm) b) H. 3...",0,,
51077,Han dynasty (206 BCE–220 CE),H. 8 3/4 in. (22.2 cm); L. 11 in. (27.9 cm),Tomb Pottery,"This sculpture depicts the head of a Bactrian horse, a breed brought to China from Central Asia that captivated the Han-dynasty emperor and his court....",0,,
51136,Edo period (1615–1868),Each H. 15 1/8 in. (38.4 cm); W. 10 1/8 in. (25.7 cm),Prints,"The Mieidō Fan Shop Utagawa Toyokuni I (Japanese, 1769–1825) Edo period (1615–1868) ca. 1785–93 Japan Triptych of woodblock prints (nishiki-e); ink and...",0,,
51142,Qing dynasty (1644–1911),H. 5 in. (12.7 cm),Ceramics,Vase in Meiping Shape Qing dynasty (1644–1911) 19th century China Porcelain with iron-red glaze (Jingdezhen ware) H. 5 in. (12.7 cm) Ceramics Purchase...,0,,
51153,Qing dynasty (1644–1911),H. 13 1/2 in. (34.3 cm),Ceramics,Vase Qing dynasty (1644–1911) first half of the 19th century China Porcelain with mottled red and black glaze H. 13 1/2 in. (34.3 cm) Ceramics Purchase...,0,,
51170,,H. 14 3/8 in. (36.5 cm),Sculpture,"This very rare and extraordinary bronze sculpture, found in Vietnam, is strongly dependent stylistically on southwestern Chinese prototypes",0,,
51172,Qing dynasty (1644–1911),H. 2 5/8 in. (6.7 cm); W. 6 in. (15.2 cm),Ceramics,Bowl with floral medallions Qing dynasty (1644–1911) early 19th century China Porcelain with underglaze cobalt blue and overglaze enamels (Jingdezhen...,0,,
51176,"Qing dynasty (1644–1911), Jiaqing mark and period (1796–1820)",H. 2 1/4 in. (5.7 cm); W.  5 3/4 in. (14.6 cm),Ceramics,"Some of the brightly colored medallions on this bowl derive from flowers, others from balls found under the feet of lions in Buddhist art. The latter...",0,,
51184,"Qing dynasty (1644–1911), Kangxi period (1662–1722)",H. to handle 3 1/2 in. (8.9 cm); W. (max.) 5 3/8 in. (13.7 cm),Ceramics,"Teapot in Shape of a Lotus Plant Qing dynasty (1644–1911), Kangxi period (1662–1722) ca. 1700 China Porcelain with raised and applied decoration under...",0,,
52025,"Qing dynasty (1644–1911), Qianlong period (1736–95)",H. 2 3/4 in. (7 cm),Ceramics,This water pot was most likely used while writing with a brush and ink. The dragon coiling around the surface was painted in an intentionally murky...,0,,
52027,"Qing dynasty (1644–1911), Yongzheng mark and period (1723–35)",H. 4 1/4 in. (10.8 cm),Ceramics,"The technique of incising a very delicate pattern into the surface of a porcelain vessel before covering it with a thick glaze, which obscures the...",0,,
52028,"Qing dynasty (1644–1911), Yongzheng mark and period (1723–35)",H. 4 1/4 in. (10.8 cm),Ceramics,"The technique of incising a very delicate pattern into the surface of a porcelain vessel before covering it with a thick glaze, which obscures the...",0,,
52031,Jin dynasty (1115–1234),Diam. 8 in. (20.3 cm),Ceramics,"Although Ding ware was first produced in north China under the patronage of the Northern Song (960–1127) court, this bowl was made in the twelfth or...",0,,
52033,"Qing dynasty (1644–1911), Kangxi period (1662–1722)",H. 18 in. (45.7 cm),Ceramics,"Covered Jar Qing dynasty (1644–1911), Kangxi period (1662–1722) China Porcelain painted in famille verte enamels H. 18 in. (45.7 cm) Ceramics Bequest of...",0,,
52034,"Qing dynasty (1644–1911), Kangxi period (1662–1722)",H. 18 in. (45.7 cm),Ceramics,"Covered Jar Qing dynasty (1644–1911), Kangxi period (1662–1722) China Porcelain painted in famille verte enamels H. 18 in. (45.7 cm) Ceramics Bequest of...",0,,
52035,"Qing dynasty (1644–1911), Kangxi period (1662–1722)",H. 17 in. (43.2 cm),Ceramics,"Vase Qing dynasty (1644–1911), Kangxi period (1662–1722) China Porcelain painted in famille verte enamels H. 17 in. (43.2 cm) Ceramics Bequest of...",0,,
52048,"Qing dynasty (1644–1911), Kangxi period (1662–1722)",H. 6 in. (15.2 cm),Ceramics,"Vase Qing dynasty (1644–1911), Kangxi period (1662–1722) late 17th–early 18th century China Porcelain with peach-bloom glaze (Jingdezhen ware) H. 6 in....",0,,
52049,"Qing dynasty (1644–1911), Kangxi mark and period (1662–1722)",H. 5 3/4 in. (14.6 cm),Ceramics,"This vase is one of four, each with a subtly different shape, included in a set of eight accoutrements designed for display on a writing table. Such...",0,,
52056,"Qing dynasty (1644–1911), Kangxi mark and period (1662–1722)",H. 8 in. (20.3 cm),Ceramics,The awe which Chinese ceramics inspired in the West is reflected in the use of an elaborate mount to restore the original shape of this vase.,0,,
52074,Yuan dynasty (1271–1368),H. 1 1/2 in. (3.8 cm); Diam. 5 1/4 in. (13.3 cm),Ceramics,"This is a rare example of a work produced at the prolific Longquan kilns for domestic, specifically scholarly, use. Exported for over five hundred...",0,,
52082,Goryeo dynasty (918–1392),H. 2 1/2 in. (6.4 cm); Diam. 4 5/8 in. (11.7 cm),Ceramics,"Celadon glaze, pooled in incised lines and darkened during firing, creates the ornamentation. The exterior bears large whimsical flowers and leaves,...",0,,
52093,Goryeo dynasty (918–1392),H. 4 1/4 in. (10.8 cm); W. 4 1/4 in. (10.8 cm),Mirrors,"Square mirror decorated with palmette motifs Goryeo dynasty (918–1392) Korea Bronze H. 4 1/4 in. (10.8 cm); W. 4 1/4 in. (10.8 cm) Mirrors Rogers Fund,...",0,,
52094,Joseon dynasty (1392–1910),H. 2 1/2 in. (6.4 cm); W. 4 1/8 in. (10.5 cm); D. 2 7/8 in. (7.3 cm),Metalwork,"Smoking became widespread in the late Joseon period, prompting the production of specialized paraphernalia such as this iron tobacco box with silver...",0,,
52109,"Eastern Han dynasty (25–220), Xianbei culture",H. 2 3/4 in. (7 cm); W. 4 3/8 in. (11.1 cm),Metalwork,"This pair of plaques once adorned a leather belt belonging to a member of a nomadic community, likely the Xianbei, that migrated seasonally across the...",0,,
52164,"Eastern Han dynasty (25–220), Xianbei culture",H. 2 3/4 in. (7 cm); W. 4 3/8 in. (11.1 cm),Metalwork,"This pair of plaques once adorned a leather belt belonging to a member of a nomadic community, likely the Xianbei, that migrated seasonally across the...",0,,
52210,Momoyama period (1573–1615),H. 3 7/8 in. (9.8 cm); W. 2 1/4 in. (5.7 cm); D. 2 1/8 in. (5.4 cm),Ceramics,Inscription: Inscription on outside lid of inner box: &quot;Oribe Shiho mukozuke&quot;.Inscription on inside lid of inner box:     &quot;Oribe Shiho mukozuke gokyaku (Oribe square mukozuke for five guiests),0,,
52211,Momoyama period (1573–1615),H. 1 1/2 in. (3.8 cm); Diam. 3 1/8 in. (7.9 cm),Ceramics,"Karatsu ware, including everyday ceramics, emerged in the sixteenth century. Examples made before the mid-seventeenth century are known as “Old...",0,,
52215,Edo period (1615–1868),H. 5 3/8 in. (13.7 cm); Diam. 4 7/8 in. (12.4 cm),Ceramics,These early Japanese white ceramics were inspired by Chinese precedents—possibly Ding ware,0,,
52216,Edo period (1615–1868),H. 6 3/4 in. (17.1 cm); Diam. 5 3/4 in. (14.6 cm),Ceramics,These early Japanese white ceramics were inspired by Chinese precedents—possibly Ding ware.,0,,
52217,Edo period (1615–1868),H. 5 1/2 in. (14 cm); Diam. 5 in. (12.7 cm),Ceramics,"Jar (Tsubo) with Chrysanthemums Edo period (1615–1868) ca. 1640s Japan Porcelain with cobalt blue under transparent glaze (Hizen ware, Arita type) H. 5...",0,,
52218,Edo period (1615–1868),H. 7 3/8 in. (18.7 cm); Diam. 6 5/8 in. (16.8 cm),Ceramics,"Jar (Tsubo) with Landscape Edo period (1615–1868) ca. 1630s Japan Porcelain with cobalt blue under transparent glaze (Hizen ware, Arita type) H. 7 3/8...",0,,
52219,Edo period (1615–1868),H. 4 5/8 in. (11.7 cm); Diam. 3 1/2 in. (8.9 cm),Ceramics,"Jar (Tsubo) with Flowering Plant Edo period (1615–1868) ca. 1630s Japan Porcelain with cobalt blue under transparent glaze (Hizen ware, Arita type) H. 4...",0,,
52220,Edo period (1615–1868),H. 2 1/2 in. (6.4 cm); Diam. 2 5/8 in. (6.7 cm),Ceramics,"Small Jar (Ko-tsubo) with Flowers Edo period (1615–1868) ca. 1640s Japan Porcelain with cobalt blue under transparent glaze (Hizen ware, Arita type) H....",0,,
52223,Edo period (1615–1868),H. 5 1/2 in. (14 cm); Diam. of rim: 17 in. (43.2 cm); Diam. of foot: 5 1/2 in. (14 cm),Ceramics,"This impressive, large dish exemplifies the initial phase of porcelain production in Arita. Among Arita wares, those produced from about the 1610s to...",0,,
52228,Edo period (1615–1868),H. 1 3/4 in. (4.4 cm); Diam. 6 in. (15.2 cm),Ceramics,"This set of blue-and-white dishes corresponds to sherds unearthed at the early Arita kiln site of Kamanotsuji, dated between 1630 and 1650. The...",0,,
52229,Edo period (1615–1868),H. 1 5/8 in. (4.1 cm); Diam. 6 in. (15.2 cm),Ceramics,"This set of blue-and-white dishes corresponds to sherds unearthed at the early Arita kiln site of Kamanotsuji, dated between 1630 and 1650. The...",0,,
52230,Edo period (1615–1868),H. 1 3/4 in. (4.4 cm); Diam. 6 1/8 in. (15.6 cm),Ceramics,"This set of blue-and-white dishes corresponds to sherds unearthed at the early Arita kiln site of Kamanotsuji, dated between 1630 and 1650. The...",0,,
